1876109.5589396765, 1864200.0, 20.499999999999996, 1.659558939676708, 0.0, 156962.0, 86.2151108, 37.0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 2, 5, 0, 1.1081081081081081, 0.32432432432432434, 5.94689189189189, 0.06563706563706563, 0.04787644787644787, 0.2702702702702703, 0.10424710424710425, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 3, 0, 1.1153846153846154, 0.07692307692307693, 5.947243589743589, 0.07142857142857142, 0.04450549450549449, 0.09340659340659341, 0.21428571428571427, 
1877905.1964745705, 1864200.0, 26.299999999999994, 0.5551964745704989, 0.0, 156962.0, 87.4036601, 37.0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 6, 7, 1, 1.1081081081081081, 0.21621621621621623, 5.955045045045046, 0.0694980694980695, 0.05984555984555983, 0.23552123552123552, 0.10810810810810811, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 3, 0, 1.1153846153846154, 0.23076923076923078, 5.954935897435899, 0.06593406593406594, 0.05934065934065934, 0.14285714285714285, 0.2087912087912088, 
1877824.167410407, 1864200.0, 25.599999999999998, 0.8241674104070111, 0.0, 156962.0, 85.2283129, 37.0, 0, 0, 0, 0, 0, 0, 1, 14, 0, 4, 4, 0, 1.1081081081081081, 0.21621621621621623, 5.9479279279279265, 0.06563706563706563, 0.059459459459459456, 0.25096525096525096, 0.08494208494208494, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 4, 0, 1.1153846153846154, 0.23076923076923078, 5.947467948717947, 0.07142857142857142, 0.05604395604395604, 0.12087912087912088, 0.24175824175824176, 
1877159.212747983, 1864200.0, 24.2, 0.8592127479829021, 0.0, 156182.0, 91.9495698, 37.0, 0, 0, 0, 0, 0, 0, 1, 15, 0, 3, 1, 0, 1.1081081081081081, 0.24324324324324326, 5.9547747747747755, 0.0694980694980695, 0.051737451737451735, 0.2548262548262548, 0.10810810810810811, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 4, 1, 0, 1.1153846153846154, 0.19230769230769232, 5.9572756410256416, 0.06593406593406594, 0.05934065934065934, 0.11538461538461539, 0.2087912087912088, 
1879390.1982503834, 1864200.0, 28.9, 0.7401982503831502, 0.0, 158522.0, 91.8939454, 37.0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 5, 5, 0, 1.1081081081081081, 0.21621621621621623, 5.954932432432432, 0.0694980694980695, 0.06293436293436293, 0.25096525096525096, 0.10038610038610038, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 1, 14, 0, 4, 0, 0, 1.1153846153846154, 0.23076923076923078, 5.954711538461537, 0.06593406593406594, 0.06923076923076923, 0.12087912087912088, 0.21978021978021978, 
1878367.3174740952, 1864200.0, 26.699999999999996, 0.8173174740953845, 0.0, 157742.0, 88.7715353, 37.0, 1, 0, 0, 0, 0, 0, 0, 13, 0, 2, 7, 0, 1.1081081081081081, 0.21621621621621623, 5.951216216216216, 0.06563706563706563, 0.06061776061776061, 0.2702702702702703, 0.10038610038610038, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 2, 1, 0, 1.1153846153846154, 0.23076923076923078, 5.950769230769229, 0.07142857142857142, 0.06043956043956043, 0.09340659340659341, 0.21978021978021978, 
1878959.9684580383, 1864200.0, 28.399999999999995, 0.5599684580383966, 0.0, 156182.0, 92.9070146, 37.0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 9, 7, 0, 1.1081081081081081, 0.21621621621621623, 5.94536036036036, 0.0694980694980695, 0.06293436293436293, 0.23166023166023167, 0.10810810810810811, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 2, 3, 0, 1.1153846153846154, 0.23076923076923078, 5.948846153846156, 0.06593406593406594, 0.06648351648351647, 0.14835164835164835, 0.2087912087912088, 
1880226.3355648534, 1864200.0, 30.599999999999998, 0.7263355648536399, 0.0, 156962.0, 91.0162536, 37.0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 5, 6, 0, 1.1081081081081081, 0.24324324324324326, 5.950990990990991, 0.06563706563706563, 0.06833976833976833, 0.23938223938223938, 0.10810810810810811, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 4, 0, 0, 1.1153846153846154, 0.19230769230769232, 5.946057692307691, 0.07142857142857142, 0.07087912087912088, 0.13736263736263737, 0.2087912087912088, 
1878509.1117006685, 1864200.0, 27.4, 0.6091117006684458, 0.0, 155402.0, 89.6145706, 37.0, 4, 0, 1, 0, 0, 0, 1, 11, 0, 3, 4, 1, 1.1081081081081081, 0.24324324324324326, 5.9517567567567555, 0.0694980694980695, 0.06061776061776061, 0.23166023166023167, 0.11969111969111969, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 3, 0, 1.1153846153846154, 0.19230769230769232, 5.951410256410256, 0.06593406593406594, 0.06428571428571427, 0.14835164835164835, 0.19230769230769232, 
1879857.3899058287, 1864200.0, 30.199999999999996, 0.5573899058287121, 0.0, 157742.0, 87.2734386, 37.0, 2, 0, 0, 0, 0, 0, 0, 11, 0, 2, 11, 0, 1.1081081081081081, 0.21621621621621623, 5.956216216216215, 0.0694980694980695, 0.06795366795366795, 0.24324324324324326, 0.11583011583011583, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 2, 0, 1.1153846153846154, 0.23076923076923078, 5.954711538461536, 0.06593406593406594, 0.06923076923076923, 0.13186813186813187, 0.1978021978021978, 
