1864200.0, 1864200.0, 144.9, 0.6591983802390842, 0.0, 149162.0, 81.0233467, 37.0, 11, 3, 0, 0, 0, 0, 5, 37, 20, 51, 3, 2, 1.135135135135135, 0.16216216216216217, 5.958963963963962, 0.0694980694980695, 0.32007722007722006, 0.1969111969111969, 0.13127413127413126, 
, , , , , , , 26.0, 0, 2, 0, 0, 0, 0, 5, 32, 9, 46, 3, 0, 1.0769230769230769, 0.3076923076923077, 5.9445512820512825, 0.06593406593406594, 0.3406593406593406, 0.1978021978021978, 0.17582417582417584, 
1864200.0, 1864200.0, 99.2, 1.7126728581921136, 0.0, 147602.0, 71.0119004, 37.0, 6, 2, 0, 0, 0, 0, 2, 27, 9, 38, 9, 2, 1.162162162162162, 0.24324324324324326, 5.837477477477476, 0.03861003861003861, 0.23204633204633202, 0.2972972972972973, 0.08494208494208494, 
, , , , , , , 26.0, 0, 0, 1, 0, 0, 0, 4, 19, 1, 34, 3, 1, 1.0384615384615385, 0.19230769230769232, 6.110160256410257, 0.10989010989010989, 0.21483516483516485, 0.054945054945054944, 0.24175824175824176, 
1864200.0, 1864200.0, 143.20000000000002, 1.3195550339353879, 0.0, 153062.0, 81.6605524, 37.0, 17, 4, 1, 0, 0, 0, 3, 45, 21, 48, 4, 2, 1.027027027027027, 0.24324324324324326, 5.895608108108107, 0.05405405405405406, 0.3548262548262548, 0.26640926640926643, 0.10424710424710425, 
, , , , , , , 26.0, 0, 2, 0, 0, 0, 0, 3, 27, 5, 40, 3, 0, 1.2307692307692308, 0.19230769230769232, 6.025544871794873, 0.08791208791208792, 0.28186813186813187, 0.0989010989010989, 0.21428571428571427, 
1864200.0, 1864200.0, 131.99999999999997, 1.0290079245141903, 0.0, 148382.0, 77.9611766, 37.0, 8, 4, 0, 0, 0, 0, 7, 35, 13, 52, 5, 1, 1.162162162162162, 0.2702702702702703, 5.930608108108109, 0.05791505791505792, 0.3030888030888031, 0.22007722007722008, 0.10810810810810811, 
, , , , , , , 26.0, 0, 2, 0, 0, 0, 0, 5, 26, 6, 40, 5, 0, 1.0384615384615385, 0.15384615384615385, 5.977628205128207, 0.08241758241758242, 0.29395604395604397, 0.16483516483516483, 0.2087912087912088, 
1864200.0, 1864200.0, 137.9, 0.5334120460980326, 0.0, 153842.0, 76.9523921, 37.0, 13, 2, 1, 0, 0, 0, 6, 37, 19, 47, 7, 3, 1.0, 0.24324324324324326, 5.942995495495495, 0.06563706563706563, 0.3250965250965251, 0.21621621621621623, 0.15057915057915058, 
, , , , , , , 26.0, 0, 4, 0, 0, 0, 0, 7, 26, 5, 41, 2, 0, 1.2692307692307692, 0.19230769230769232, 5.969615384615385, 0.07142857142857142, 0.295054945054945, 0.17032967032967034, 0.14835164835164835, 
1864200.0, 1864200.0, 129.49999999999997, 1.3701341389628072, 0.0, 149162.0, 76.5176989, 37.0, 12, 1, 0, 0, 0, 0, 2, 39, 16, 53, 8, 1, 1.135135135135135, 0.21621621621621623, 5.879662162162162, 0.04633204633204633, 0.3231660231660231, 0.277992277992278, 0.09266409266409266, 
, , , , , , , 26.0, 0, 3, 1, 0, 0, 0, 3, 23, 5, 34, 2, 0, 1.0769230769230769, 0.23076923076923078, 6.0505448717948696, 0.0989010989010989, 0.25164835164835164, 0.08241758241758242, 0.23076923076923078, 
1864200.0, 1864200.0, 81.3, 2.319283788187435, 0.0, 149162.0, 76.3725607, 37.0, 2, 0, 0, 0, 0, 0, 1, 22, 0, 26, 11, 1, 1.135135135135135, 0.2972972972972973, 5.8368018018018, 0.04247104247104247, 0.1555984555984556, 0.3088803088803089, 0.08494208494208494, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 2, 22, 2, 34, 4, 1, 1.0769230769230769, 0.11538461538461539, 6.111666666666668, 0.1043956043956044, 0.22527472527472528, 0.038461538461538464, 0.24175824175824176, 
1864200.0, 1864200.0, 129.79999999999998, 1.1114580994355086, 0.0, 150722.0, 76.0345576, 37.0, 16, 2, 1, 0, 0, 0, 6, 36, 17, 47, 7, 2, 1.054054054054054, 0.24324324324324326, 5.925968468468469, 0.05405405405405406, 0.32200772200772204, 0.2471042471042471, 0.11196911196911197, 
, , , , , , , 26.0, 0, 5, 1, 0, 0, 0, 3, 23, 5, 30, 4, 0, 1.1923076923076923, 0.19230769230769232, 5.9791987179487185, 0.08791208791208792, 0.25494505494505487, 0.12637362637362637, 0.2032967032967033, 
1864200.0, 1864200.0, 155.0, 1.021925372972074, 0.0, 151502.0, 81.3827615, 37.0, 18, 5, 0, 0, 0, 0, 10, 38, 15, 64, 5, 4, 1.0810810810810811, 0.21621621621621623, 5.87295045045045, 0.04247104247104247, 0.37374517374517374, 0.25868725868725867, 0.13127413127413126, 
, , , , , , , 26.0, 0, 4, 0, 0, 0, 0, 2, 29, 10, 41, 3, 1, 1.1538461538461537, 0.23076923076923078, 6.066923076923077, 0.1043956043956044, 0.31978021978021975, 0.10989010989010989, 0.17582417582417584, 
1864200.0, 1864200.0, 74.8, 2.3445216420681527, 0.0, 150722.0, 88.0165589, 37.0, 0, 0, 0, 0, 0, 0, 1, 24, 1, 28, 11, 0, 1.0810810810810811, 0.2972972972972973, 5.824279279279279, 0.02702702702702703, 0.16370656370656367, 0.3127413127413127, 0.09266409266409266, 
, , , , , , , 26.0, 0, 0, 0, 0, 0, 0, 0, 19, 1, 26, 4, 0, 1.1538461538461537, 0.11538461538461539, 6.132275641025643, 0.12637362637362637, 0.17802197802197803, 0.03296703296703297, 0.23076923076923078, 
