Workingday	V	270	990	0.092105263
Workingday	G	330	1110	0.096491228
Workingday	D	480	1200	0
Workingday	L	780	1500	0.061403509
Saturday	V	330	990	0.119565217
Saturday	D	480	1200	0.032608696
Saturday	L	780	1500	0.097826087
Sunday	V	390	990	0.069444444
Sunday	D	480	1200	0.041666667
Sunday	L	780	1500	0.138888889
